SDSID,SDSFEATURENAME,SDSFEATUREDESCRIPTION,SDSMETADATAID,DISTANCEMARKCATEGORY,DISTANCEMARKERIDPK,CATDIS,WTWDIS,UNLOCD,HUNITS,SORDAT,DIS_REF,WATERWAY,RULEID,LOL,Pool,VertDatum
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1668_rm,1,166.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1669_rm,1,166.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1671_rm,1,167.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1673_rm,1,167.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1674_rm,1,167.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1676_rm,1,167.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1677_rm,1,167.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1679_rm,1,167.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1681_rm,1,168.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1682_rm,1,168.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2093_rm,1,209.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.098901098901081,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2095_rm,1,209.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.100366300366318,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2096_rm,1,209.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.101098901098908,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2097_rm,1,209.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.101831501831498,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2099_rm,1,209.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.103296703296678,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2101_rm,1,210.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.104761904761915,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2103_rm,1,210.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.106227106227095,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2104_rm,1,210.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.106959706959685,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2105_rm,1,210.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.107692307692332,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2107_rm,1,210.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.109157509157512,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2108_rm,1,210.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.109890109890102,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2111_rm,1,211.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.112087912087929,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2112_rm,1,211.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.112820512820520,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2114_rm,1,211.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.114285714285700,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2115_rm,1,211.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.115018315018290,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2116_rm,1,211.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.115750915750880,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2502_rm,1,250.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2504_rm,1,250.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2505_rm,1,250.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2506_rm,1,250.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2508_rm,1,250.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2509_rm,1,250.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2512_rm,1,251.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2513_rm,1,251.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2514_rm,1,251.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2516_rm,1,251.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2517_rm,1,251.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2519_rm,1,251.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2521_rm,1,252.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2523_rm,1,252.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2524_rm,1,252.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2525_rm,1,252.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1684_rm,1,168.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1686_rm,1,168.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1687_rm,1,168.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1688_rm,1,168.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1691_rm,1,169.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1692_rm,1,169.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1694_rm,1,169.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1695_rm,1,169.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1696_rm,1,169.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1698_rm,1,169.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1699_rm,1,169.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1702_rm,1,170.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1703_rm,1,170.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1705_rm,1,170.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1706_rm,1,170.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1707_rm,1,170.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2118_rm,1,211.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.117216117216117,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2121_rm,1,212.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.119413919413887,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2122_rm,1,212.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.120146520146534,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2123_rm,1,212.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.120879120879124,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2125_rm,1,212.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.122344322344304,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2126_rm,1,212.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.123076923076894,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2128_rm,1,212.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.124542124542131,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2129_rm,1,212.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.125274725274721,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2131_rm,1,213.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.126739926739901,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2133_rm,1,213.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.128205128205138,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2134_rm,1,213.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.128937728937728,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2136_rm,1,213.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.130402930402909,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2137_rm,1,213.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.131135531135556,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2139_rm,1,213.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.132600732600736,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2141_rm,1,214.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.134065934065916,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_2142_rm,1,214.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.134798534798506,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2527_rm,1,252.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2529_rm,1,252.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2531_rm,1,253.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2532_rm,1,253.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2534_rm,1,253.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2535_rm,1,253.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2537_rm,1,253.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2538_rm,1,253.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2539_rm,1,253.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2542_rm,1,254.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2543_rm,1,254.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2545_rm,1,254.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2546_rm,1,254.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2548_rm,1,254.800000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2549_rm,1,254.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_MAR_2551_rm,1,255.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,482.800000000000011,MA,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1709_rm,1,170.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1712_rm,1,171.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1713_rm,1,171.300000000000011,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1714_rm,1,171.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1716_rm,1,171.599999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1717_rm,1,171.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1719_rm,1,171.900000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1721_rm,1,172.099999999999994,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1722_rm,1,172.200000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1724_rm,1,172.400000000000006,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1725_rm,1,172.500000000000000,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
,,"The river miles are not positioned to the authorized project design, but have been moved to the sailing line for cartographic reasons.",,markNotPhysicallyInstalled,mvril_PEO_1727_rm,1,172.700000000000017,,5,20130522,Confluence with the Upper Mississippi River,ILLINOIS RIVER,1,440.000000000000000,PE,NGVD1929
